105/06/01,48000,538000,-490000
105/06/02,11000,3000,8000
105/06/03,22000,30000,-8000
105/06/04,0,3000,-3000
105/06/06,55000,17000,38000
105/06/07,11000,59000,-48000
105/06/08,106000,236000,-130000
105/06/09,106000,236000,-130000
105/06/10,106000,236000,-130000
105/06/13,44000,230000,-186000
105/06/14,166000,1349000,-1183000
105/06/15,224000,475000,-251000
105/06/16,26000,49000,-23000
105/06/17,16000,11000,5000
105/06/20,113000,1000,112000
105/06/21,10000,51000,-41000
105/06/22,4000,2000,2000
105/06/23,125000,64000,61000
105/06/24,613000,920000,-307000
105/06/27,261000,443000,-182000
105/06/28,384000,1073000,-689000
105/06/29,37000,53000,-16000
105/06/30,0,222000,-222000
105/07/01,1122000,118000,1004000
105/07/04,0,300000,-300000
105/07/05,0,553000,-553000
105/07/06,0,384000,-384000
105/07/07,138000,38000,100000
105/07/08,138000,38000,100000
105/07/11,9000,123000,-114000
105/07/12,10000,573000,-563000
105/07/13,83000,278000,-195000
105/07/14,101000,15000,86000
