105/06/04,4371668,975233300,222.00,225.00,221.50,225.00,6.00,3087
105/06/04,771000,14000,757000
105/06/04,1030000,71000,959000
105/06/04,4000,0,4000
105/06/04,4371668,975233300,222.00,225.00,221.50,225.00,6.00,3087
105/06/04,771000,14000,757000
105/06/04,1030000,71000,959000
105/06/04,4000,0,4000
105/06/06,14882542,3419454660,227.00,232.00,227.00,229.50,4.50,9332
105/06/06,6844944,6260842,584102
105/06/06,499000,704000,-205000
105/06/06,998000,0,998000
105/06/07,12279441,2864332753,236.00,237.00,231.00,233.00,3.50,7647
105/06/07,6691388,4923807,1767581
105/06/07,298000,803000,-505000
105/06/07,120000,0,120000
105/06/08,12441361,2874885530,235.00,235.50,228.00,230.00,-3.00,7340
105/06/08,5825556,7130266,-1304710
105/06/08,186000,476000,-290000
105/06/08,349000,0,349000
105/06/09,5825556,7130266,-1304710
105/06/09,186000,476000,-290000
105/06/09,349000,0,349000
105/06/10,5825556,7130266,-1304710
105/06/10,186000,476000,-290000
105/06/10,349000,0,349000
105/06/13,11138881,2495741245,225.50,227.00,220.00,220.00,-10.00,6226
105/06/13,5362272,6336614,-974342
105/06/13,152000,346000,-194000
105/06/13,98000,0,98000
105/06/14,11783496,2643920600,220.00,227.00,218.50,225.00,5.00,6170
105/06/14,7408952,6993000,415952
105/06/14,383000,126000,257000
105/06/14,20000,0,20000
105/06/15,9255373,2121341458,225.00,232.00,225.00,230.50,5.50,4999
105/06/15,5491684,3940441,1551243
105/06/15,297000,589000,-292000
105/06/15,122000,0,122000
105/06/16,6759192,1539889892,231.00,231.00,226.00,226.00,-4.50,4254
105/06/16,3324271,3357844,-33573
105/06/16,32000,589000,-557000
105/06/16,122000,9000,113000
105/06/17,7349557,1673494439,228.00,229.00,226.50,227.00,1.00,4149
105/06/17,4476292,5178675,-702383
105/06/17,185000,117000,68000
105/06/17,13000,17000,-4000
105/06/20,4123961,938692647,229.50,229.50,226.50,227.50,0.50,2753
105/06/20,2497000,2803224,-306224
105/06/20,175000,23000,152000
105/06/20,7000,3000,4000
105/06/21,6924211,1589036412,228.50,231.50,227.50,229.50,2.00,4124
105/06/21,4170430,4460390,-289960
105/06/21,765000,53000,712000
105/06/22,4725203,1085640987,232.00,232.00,228.50,229.00,-0.50,3009
105/06/22,2856430,2509000,347430
105/06/22,59000,478000,-419000
105/06/22,77000,0,77000
105/06/23,2401075,547085600,229.00,229.50,227.00,228.00,-1.00,1832
105/06/23,1484070,1116468,367602
105/06/23,48000,326000,-278000
105/06/23,0,11000,-11000
105/06/24,9073356,2024261546,228.50,229.00,218.00,223.50,-4.50,6350
105/06/24,3901448,3321228,580220
105/06/24,540000,776000,-236000
105/06/24,21000,0,21000
105/06/27,4503723,1019669744,223.50,229.00,222.00,226.50,3.00,3166
105/06/27,1743071,1542074,200997
105/06/27,490000,253000,237000
105/06/27,21000,11000,10000
105/06/28,7618710,1727410090,223.50,229.00,221.50,229.00,2.50,4342
105/06/28,4434000,4207291,226709
105/06/28,521000,330850,190150
105/06/28,204000,190000,14000
105/06/29,15065368,3567714016,230.00,241.50,229.00,237.50,8.50,9571
105/06/29,5393000,4892972,500028
105/06/29,1719000,465000,1254000
105/06/29,725000,94000,631000
105/06/30,19704904,4774432595,242.50,244.50,240.00,244.00,6.50,9971
105/06/30,9455028,10046405,-591377
105/06/30,382000,1042000,-660000
105/06/30,828000,40000,788000
105/07/01,14256552,3499047941,246.50,247.50,243.00,245.00,1.00,7538
105/07/01,11045361,7794565,3250796
105/07/01,315000,584000,-269000
105/07/01,181000,50000,131000
105/07/04,16745958,4247583290,245.50,257.00,245.50,255.50,10.50,10639
105/07/04,7561000,5572786,1988214
105/07/04,1221000,215000,1006000
105/07/04,793000,0,793000
105/07/05,10976848,2726109108,254.00,254.00,245.00,245.00,-10.50,7647
105/07/05,2722500,5092500,-2370000
105/07/05,442000,391000,51000
105/07/05,177000,12000,165000
105/07/06,10665295,2551694210,240.00,242.00,237.00,237.00,-8.00,6748
105/07/06,3079695,6194077,-3114382
105/07/06,507000,261000,246000
105/07/06,46000,225000,-179000
105/07/07,5147826,1231510996,239.50,241.50,237.50,238.00,1.00,3859
105/07/07,1065000,2748449,-1683449
105/07/07,383000,118000,265000
105/07/07,115000,0,115000
105/07/08,1065000,2748449,-1683449
105/07/08,383000,118000,265000
105/07/08,115000,0,115000
105/07/11,9918808,2442773576,247.00,247.50,244.00,247.00,9.00,6550
105/07/11,4729010,3900134,828876
105/07/11,671000,447000,224000
105/07/11,361000,0,361000
105/07/12,8583663,2138403924,249.00,250.50,247.50,248.00,1.00,5256
105/07/12,4913000,3611370,1301630
105/07/12,530000,585000,-55000
105/07/12,142000,0,142000
105/07/13,6344969,1569097312,250.00,250.00,245.50,247.00,-1.00,4361
105/07/13,2688000,3214992,-526992
105/07/13,669000,287000,382000
105/07/13,148000,0,148000
105/07/14,12903167,3180552582,247.50,247.50,245.00,246.00,-1.00,7394
105/07/14,4043240,5524620,-1481380
105/07/14,3139000,113000,3026000
105/07/14,15000,133000,-118000
105/07/15,13681585,3266574178,237.00,240.00,236.00,239.50,X,8438
105/07/15,6241070,5353712,887358
105/07/15,99000,2989000,-2890000
105/07/15,44000,491000,-447000
105/07/18,5042920,1209958300,240.50,241.50,238.50,240.00,0.50,3214
105/07/18,2921000,2357175,563825
105/07/18,42000,429000,-387000
105/07/18,5000,13000,-8000
105/07/19,4957338,1186046120,241.00,241.00,238.00,240.00,,3196
105/07/19,2286000,2379350,-93350
105/07/19,19000,542000,-523000
105/07/19,13000,219000,-206000
105/07/20,7437384,1766954892,239.00,239.00,236.00,238.00,-2.00,5408
105/07/20,3703000,4025900,-322900
105/07/20,27000,1208000,-1181000
105/07/20,13000,248000,-235000
105/07/21,8349986,1984231177,239.50,240.50,234.50,235.50,-2.50,5038
105/07/21,4619852,2747655,1872197
105/07/21,153000,194000,-41000
105/07/21,3000,440000,-437000
105/07/22,5204786,1230122282,237.50,238.00,235.00,236.00,0.50,3449
105/07/22,2558000,2040000,518000
105/07/22,92000,137000,-45000
105/07/22,23000,37000,-14000
105/07/25,3319978,783323808,238.00,238.50,234.50,236.00,,2313
105/07/25,1265004,1015000,250004
105/07/25,82000,88000,-6000
105/07/25,60000,137000,-77000
